,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
670,13635 N 35th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",L98yev_7So-Tgx82IsjVeA,"Burgers, Restaurants",Phoenix,,1,33.609882,-112.133437,Burger King,,85029,17,1.5,AZ
671,15604 S 40th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",Rpdq7PHGvpSWQcYwuHlgUA,"Tex-Mex, Restaurants, Mexican, Fast Food",Phoenix,"(7:0-1:0, 7:0-0:0, 7:0-1:0, 7:0-0:0, 7:0-0:0, 7:0-0:0, 7:0-0:0)",1,33.304636,-111.997281,Taco Bell,,85048,12,3.5,AZ
672,29555 N Cave Creek Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",E8vu8qm6r5NuuO_Cw-jzyQ,"Burgers, Fast Food, Restaurants, Coffee & Tea, Food",Phoenix,"(5:0-0:0, 5:0-23:0, 5:0-0:0, 5:0-23:0, 5:0-23:0, 5:0-23:0, 5:0-23:0)",1,33.7536713411,-111.990915388,McDonald's,,85331,20,1.5,AZ
673,9111 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",Ogdm8WERpk5ew4Yxk9sqdQ,"Fast Food, Restaurants",Phoenix,,0,33.568758,-112.0650509,Carl's Jr.,,85020,3,2.0,AZ
674,"26 E Baseline Rd, Ste 120","(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, no)",RdK6dhy4lOb2taNp-WrHjQ,"Restaurants, Japanese, Chinese, Thai, Mexican",Phoenix,"(8:0-19:0, 8:0-19:0, 8:0-19:0, 7:0-14:0, 8:0-19:0, None, 8:0-19:0)",1,33.3788222336,-112.07168123,El Mesquite Cocina Mexicana,,85042,60,4.0,AZ
675,2709 E McDowell Rd,"(None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None)",aKpFO1C0-1MlirhCffUt-w,"Restaurants, Mexican",Phoenix,,0,33.4654974,-112.0232556,Menuderia Guanajuato,,85008,8,4.5,AZ
676,,,bgwbuh4gS6bF7Ab1xFgYWA,"Professional Services, Fire Protection Services, Home Services, Office Cleaning, Air Duct Cleaning, Local Services, Restaurants",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.43065,-111.843711,Blue Devil Hood Cleaning,,85201,4,4.0,AZ
677,2 E Jefferson St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, False, False, True, {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, False, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, False, True, True, no, True, free)",VrIskBdLuRxS0HsSimJOhA,"American (Traditional), Sports Bars, Restaurants, Bars, Chicken Wings, Nightlife, Pubs",Phoenix,"(11:0-0:0, 11:0-0:0, 11:0-0:0, 11:0-0:0, 11:0-0:0, 11:0-0:0, 11:0-0:0)",1,33.447164,-112.0734193,Tilted Kilt Pub & Eatery,,85003,317,3.0,AZ
678,1902 W Buckeye Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",ijrYGyXY_BNQLb3nNMQvPw,"Restaurants, Burgers",Phoenix,,1,33.437276,-112.1003139,Jack-In-the Box,,85009,5,2.0,AZ
679,3536 W Baseline Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",tU90S8KAgeg_2dZQeYfg0w,"Bagels, Food, Breakfast & Brunch, Donuts, Restaurants",Phoenix,"(6:0-20:0, 6:0-20:0, 6:0-20:0, 6:0-18:0, 6:0-20:0, 6:0-20:0, 6:0-20:0)",1,33.3789419421,-112.134609198,Sunrise Donuts,,85339,158,4.5,AZ
680,4700 N Central Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, no)",J07TDs6qnTIaxm48EL1cKQ,"Restaurants, Hawaiian, Seafood, Caribbean",Phoenix,"(11:0-0:0, 11:0-22:0, 10:30-0:0, 10:30-22:0, 11:0-23:0, 11:0-23:0, 11:0-23:0)",1,33.506234,-112.074108,Hula's Modern Tiki,,85012,1057,4.0,AZ
681,"3961 E Chandler Blvd, Ste 103","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, None, casual, None, False, True, 1, False, None, True, None, None, None)",7jOuytjEa6Q9F_Sy9UR5Hw,"Sandwiches, Fast Food, Restaurants",Phoenix,"(7:0-22:0, 7:0-22:0, 8:0-22:0, 9:0-22:0, 7:0-22:0, 7:0-22:0, 7:0-22:0)",1,33.3035053,-111.99869,Subway,,85048,6,3.0,AZ
682,7575 N 16th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, True, 1, False, True, True, None, True, no)",rT8DwZu7pvuWKRM1nwVuug,"Restaurants, Chinese",Phoenix,"(11:0-22:0, 11:0-21:30, 11:0-22:0, 12:30-21:30, 11:0-21:30, 11:0-21:30, 11:0-21:30)",1,33.546583,-112.0469306,Bamboo China Restaurant,,85020,35,3.0,AZ
683,6650 W Thomas Rd,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, False, None, None, None, None, None, None, None, None, None, None, None, False, None, False, None, True, None, None, None)",dC2Uku3Q41gSTjc2WnZZAA,"Chicken Wings, Pizza, Restaurants, Sandwiches, Italian",Phoenix,"(10:0-2:0, 10:0-0:0, 10:0-2:0, 10:0-0:0, 10:0-0:0, 10:0-0:0, 10:0-0:0)",1,33.4808122,-112.2028442,Domino's Pizza,,85033,5,1.5,AZ
684,2750 W Dove Valley Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, False, True, True, None, None, free)",XaUiroJrP634SIx8O8xk9Q,"Mexican, Restaurants, Tacos",Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.784311,-112.119436,LIMóN Tacos & Tequila,,85085,90,3.5,AZ
685,4115 N 19th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, False, True, 2, False, False, True, None, None, no)",fYjSmncFNMdDdBK3uJpKEQ,"Caribbean, Restaurants",Phoenix,"(11:0-20:0, None, 14:0-20:0, None, 11:0-20:0, 11:0-20:0, 11:0-20:0)",0,33.4956607,-112.0997467,Jerk Hut Jamaican Grille,,85015,50,4.0,AZ
686,3715 E Van Buren St,"(None, None, none, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, casual, None, False, True, 1, False, False, True, None, None, None)",vh3ymzbLEkqPHw0-IouMEw,"Seafood, Restaurants, Fish & Chips",Phoenix,,0,33.4509955,-112.0013904,Pete's Fish & Chips,,85008,3,3.5,AZ
687,"18631 N 19th Ave, Ste 100","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",fyFmamI9xY0_OOgH6tO3pg,"Restaurants, Mexican",Phoenix,,1,33.6567037375,-112.099063732,Alfonso's Mexican Food,,85027,45,4.0,AZ
688,2144 E Indian School Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, True, casual, None, False, True, 2, False, None, True, None, None, no)",qraqnnpchUfx-vMiTfgcNw,"Event Planning & Services, Brewpubs, Venues & Event Spaces, Breweries, American (New), Food, Restaurants",Phoenix,"(11:0-0:0, 11:0-23:0, 11:0-0:0, 11:0-21:0, 11:0-23:0, 11:0-23:0, 11:0-23:0)",1,33.4951972,-112.0348288,Helton Brewing Company,,85016,147,4.0,AZ
689,"245 E Bell Rd, Ste A-2","(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, True, True, 1, False, False, True, None, True, free)",4j0WfdS_lHG9uSH7cd1PFg,"Restaurants, Mexican, Salad, Breakfast & Brunch, Tacos",Phoenix,"(11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.6398191599,-112.072201261,Chronic Tacos,,85022,209,3.5,AZ
690,,"(None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, True, None, None, False, None, None, None, None, None)",F-TlMLvO9VBf42ZLnrI-zw,"Event Planning & Services, Barbeque, Party & Event Planning, Food Trucks, Street Vendors, Food, Restaurants",Phoenix,"(8:0-23:0, 8:0-23:0, 8:0-21:0, 8:0-21:0, 8:0-23:0, 8:0-23:0, 8:0-23:0)",1,33.3031753,-112.1132142,Bama Bbq 4 Ever Catering,,85045,5,5.0,AZ
691,"4747 E Elliot Rd, Ste 3","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, None, None, True, False, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, average, None, True, casual, None, False, True, 2, True, True, True, outdoor, True, free)",rBqek2924sBTjW1qE2ci2Q,"Arts & Entertainment, Nightlife, Restaurants, Music Venues, American (Traditional), Bars, Karaoke, Dive Bars",Phoenix,"(10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-1:0, 10:0-1:0)",1,33.3483696564,-111.983385628,Cactus Jack's Bar & Grill,,85044,60,3.5,AZ
692,3508 W Peoria Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",nsEO3MRzYLKfgtID7gvArw,"Restaurants, Mexican",Phoenix,"(11:0-23:0, 11:0-22:0, 11:0-23:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",0,33.5835406557,-112.134662756,La Parrilla Suiza,,85029,101,3.0,AZ
693,808 E Jefferson St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, False, no, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 2, False, True, True, None, True, no)",E25-2ssHwsajyGtsllMXaA,"Soul Food, Restaurants, Southern",Phoenix,"(10:30-19:0, 10:30-19:0, 10:30-19:0, 10:30-19:0, 10:30-19:0, 10:30-19:0, 10:30-19:0)",1,33.4473646,-112.0632998,Mrs White's Golden Rule Cafe,,85034,368,3.5,AZ
694,"2434 E Baseline Rd, Ste 101","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",-voRkfS42YKYsrJ9DV0FxQ,"Fast Food, Restaurants, Chinese",Phoenix,"(9:30-22:30, 9:30-22:0, 9:30-22:30, 10:0-22:0, 9:30-22:0, 9:30-22:0, 9:30-22:0)",1,33.378393,-112.028684,Panda Express,,85042,35,2.5,AZ
695,"2303 N 44th St, Ste 16","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, True, no)",sU1sSEOHvd4ex72miOKMEQ,"Sandwiches, Restaurants, American (New)",Phoenix,"(10:30-15:0, 10:30-15:0, 11:0-13:0, 10:0-18:0, 10:30-15:0, 10:30-15:0, 10:30-15:0)",1,33.4738083448,-111.986775927,Blimpie,,85008,28,3.5,AZ
696,7000 E Mayo Blvd,"(None, None, None, None, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, False, None, 1, None, None, None, None, True, None)",SDNa5bY5c3j4OsBdxeAwPA,"Bakeries, Food, Restaurants",Phoenix,,0,33.6566340416,-111.926039402,Paradise Bakery & Cafe,,85054,54,2.5,AZ
697,5521 N 7th Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, True, None, False, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, False, True, True, no, True, free)",333W59XcrXZsJlnBAAx5mQ,"Food, Bars, Nightlife, Mexican, Desserts, Restaurants",Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.5173987,-112.0820298,La Piñata,,85013,221,4.0,AZ
698,711 W Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",My2gfKUwiCGKg8flMw9yBw,"Food, Fast Food, Burgers, Coffee & Tea, Restaurants",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4945004,-112.0837559,McDonald's,,85013,19,2.0,AZ
699,3414 N 24th St,"(None, None, None, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, False, False, 1, False, False, True, None, True, no)",UmJU-v1Hoh8myeQmCwFI2A,"Restaurants, Mexican",Phoenix,,0,33.4881545,-112.0304886,Losbetos Mexican Food,,85016,5,3.5,AZ
700,1600 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, None, 1, False, False, True, None, None, None)",PepLYiTk-2j6Nb8JFVT9gQ,"Pizza, Restaurants",Phoenix,,1,33.4947301,-112.0476172,Little Caeser's,,85016,6,2.0,AZ
701,5813 N 7th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, True, None, False, False, {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, no, None, free)",AueEbb9kao4lt6CYt06hqw,"Cocktail Bars, Bars, Southern, Italian, Restaurants, American (New), Nightlife",Phoenix,"(16:0-23:0, 16:0-22:0, 15:0-23:0, 15:0-21:0, 16:0-22:0, 16:0-22:0, 16:0-22:0)",0,33.522359,-112.0645588,Okra Cookhouse & Cocktails,,85014,227,4.0,AZ
702,"5415 E High St, Ste 127","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, None, None, quiet, None, True, casual, None, False, True, 2, False, True, True, None, True, None)",LuZKuFPkQE35MhYmFoL7-g,"Restaurants, American (New)",Phoenix,"(11:30-1:0, 11:30-23:0, 11:0-1:0, 11:0-22:0, 11:30-23:0, 11:30-23:0, 11:30-23:0)",0,33.6753442,-111.9633667,25 Degrees,,85054,60,3.5,AZ
703,4749 E Southern Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, None, None, False, casual, None, False, True, 1, False, False, True, None, True, None)",omKjpmCjeuby5VSkndApPQ,"Restaurants, Fast Food, Burgers",Phoenix,,1,33.3924808,-111.9787279,Jack-In-the Box,,85042,8,1.5,AZ
704,"2815 W Peoria Ave, Space A-108","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, False, True, casual, None, False, True, 1, False, False, True, None, True, no)",SZxNQQiFzvS9qgodVWNcog,"American (Traditional), Burgers, Fast Food, Restaurants",Phoenix,"(10:30-22:0, 10:30-21:0, 10:30-21:30, 10:30-20:0, 10:30-21:0, 10:30-21:0, 10:30-21:0)",0,33.5813089,-112.1231013,Fatburger,,85029,22,3.0,AZ
705,"5225 W Baseline Rd, Ste 102","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 2, False, False, True, None, None, None)",NxZIySJr3DjROJBkl_KaEg,"Sandwiches, Restaurants, Italian, Burgers",Phoenix,"(10:0-22:0, 10:0-21:0, 10:0-22:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0)",1,33.3769479523,-112.17076052,Firehouse Subs,,85339,36,2.5,AZ
706,"3405 N 24th St, Ste B","(None, None, none, None, None, no, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, average, None, True, casual, None, True, False, 1, True, False, True, None, True, None)",RCPHBbYAXRghejIdSVW4Rw,"Restaurants, Greek",Phoenix,"(10:0-19:0, 10:0-19:0, 23:30-19:0, None, 10:0-19:0, 10:0-19:0, 10:0-19:0)",0,33.4880275,-112.0299544,Olympic Gyros,,85016,18,4.0,AZ
